venue_type,day,hour,pair
dining,2024-07-17,23,5.0
dining,2024-07-18,0,6.0
dining,2024-07-18,1,4.0
dining,2024-07-18,2,2.0
dining,2024-07-18,3,2.0
dining,2024-07-18,4,2.0
dining,2024-07-18,5,5.0
dining,2024-07-18,6,12.0
dining,2024-07-18,7,19.0
dining,2024-07-18,8,43.0
dining,2024-07-18,9,55.0
dining,2024-07-18,10,86.0
dining,2024-07-18,11,93.0
dining,2024-07-18,12,126.0
dining,2024-07-18,13,107.0
dining,2024-07-18,14,86.0
dining,2024-07-18,15,80.0
dining,2024-07-18,16,86.0
dining,2024-07-18,17,82.0
dining,2024-07-18,18,72.0
dining,2024-07-18,19,41.0
dining,2024-07-18,20,52.0
dining,2024-07-18,21,30.0
dining,2024-07-18,22,11.0
dining,2024-07-18,23,15.0
dining,2024-07-19,0,2.0
dining,2024-07-19,1,4.0
dining,2024-07-19,2,
dining,2024-07-19,3,2.0
dining,2024-07-19,4,2.0
dining,2024-07-19,5,6.0
dining,2024-07-19,6,16.0
dining,2024-07-19,7,26.0
dining,2024-07-19,8,35.0
dining,2024-07-19,9,64.0
dining,2024-07-19,10,80.0
dining,2024-07-19,11,88.0
dining,2024-07-19,12,115.0
dining,2024-07-19,13,96.0
dining,2024-07-19,14,84.0
dining,2024-07-19,15,64.0
dining,2024-07-19,16,69.0
dining,2024-07-19,17,101.0
dining,2024-07-19,18,67.0
dining,2024-07-19,19,57.0
dining,2024-07-19,20,50.0
dining,2024-07-19,21,36.0
dining,2024-07-19,22,40.0
dining,2024-07-19,23,22.0
dining,2024-07-20,0,11.0
dining,2024-07-20,1,6.0
dining,2024-07-20,2,7.0
dining,2024-07-20,3,2.0
dining,2024-07-20,4,1.0
dining,2024-07-20,5,4.0
dining,2024-07-20,6,4.0
dining,2024-07-20,7,17.0
dining,2024-07-20,8,35.0
dining,2024-07-20,9,71.0
dining,2024-07-20,10,111.0
dining,2024-07-20,11,100.0
dining,2024-07-20,12,141.0
dining,2024-07-20,13,136.0
dining,2024-07-20,14,120.0
dining,2024-07-20,15,80.0
dining,2024-07-20,16,102.0
dining,2024-07-20,17,108.0
dining,2024-07-20,18,99.0
dining,2024-07-20,19,111.0
dining,2024-07-20,20,109.0
dining,2024-07-20,21,98.0
dining,2024-07-20,22,41.0
dining,2024-07-20,23,31.0
dining,2024-07-21,0,15.0
dining,2024-07-21,1,14.0
dining,2024-07-21,2,3.0
dining,2024-07-21,3,2.0
dining,2024-07-21,4,2.0
dining,2024-07-21,5,4.0
dining,2024-07-21,6,3.0
dining,2024-07-21,7,10.0
dining,2024-07-21,8,21.0
dining,2024-07-21,9,26.0
dining,2024-07-21,10,36.0
dining,2024-07-21,11,37.0
dining,2024-07-21,12,79.0
dining,2024-07-21,13,68.0
dining,2024-07-21,14,51.0
dining,2024-07-21,15,56.0
dining,2024-07-21,16,59.0
dining,2024-07-21,17,31.0
dining,2024-07-21,18,47.0
dining,2024-07-21,19,35.0
dining,2024-07-21,20,28.0
dining,2024-07-21,21,27.0
dining,2024-07-21,22,10.0
dining,2024-07-21,23,4.0
dining,2024-07-22,0,2.0
dining,2024-07-22,1,4.0
dining,2024-07-22,2,5.0
dining,2024-07-22,3,1.0
dining,2024-07-22,4,3.0
dining,2024-07-22,5,5.0
dining,2024-07-22,6,16.0
dining,2024-07-22,7,19.0
dining,2024-07-22,8,34.0
dining,2024-07-22,9,47.0
dining,2024-07-22,10,84.0
dining,2024-07-22,11,113.0
dining,2024-07-22,12,105.0
dining,2024-07-22,13,101.0
dining,2024-07-22,14,85.0
dining,2024-07-22,15,87.0
dining,2024-07-22,16,94.0
dining,2024-07-22,17,77.0
dining,2024-07-22,18,51.0
dining,2024-07-22,19,28.0
dining,2024-07-22,20,15.0
dining,2024-07-22,21,14.0
dining,2024-07-22,22,11.0
dining,2024-07-22,23,9.0
dining,2024-07-23,0,3.0
dining,2024-07-23,1,3.0
dining,2024-07-23,2,
dining,2024-07-23,3,
dining,2024-07-23,4,5.0
dining,2024-07-23,5,5.0
dining,2024-07-23,6,11.0
dining,2024-07-23,7,19.0
dining,2024-07-23,8,25.0
dining,2024-07-23,9,55.0
dining,2024-07-23,10,80.0
dining,2024-07-23,11,74.0
dining,2024-07-23,12,126.0
dining,2024-07-23,13,87.0
dining,2024-07-23,14,102.0
dining,2024-07-23,15,97.0
dining,2024-07-23,16,88.0
dining,2024-07-23,17,75.0
dining,2024-07-23,18,66.0
dining,2024-07-23,19,42.0
dining,2024-07-23,20,33.0
dining,2024-07-23,21,21.0
dining,2024-07-23,22,12.0
dining,2024-07-23,23,6.0
dining,2024-07-24,0,3.0
dining,2024-07-24,1,5.0
dining,2024-07-24,2,3.0
dining,2024-07-24,3,3.0
dining,2024-07-24,4,5.0
dining,2024-07-24,5,6.0
dining,2024-07-24,6,4.0
dining,2024-07-24,7,14.0
dining,2024-07-24,8,32.0
dining,2024-07-24,9,47.0
dining,2024-07-24,10,82.0
dining,2024-07-24,11,93.0
dining,2024-07-24,12,95.0
dining,2024-07-24,13,117.0
dining,2024-07-24,14,88.0
dining,2024-07-24,15,81.0
dining,2024-07-24,16,93.0
dining,2024-07-24,17,86.0
dining,2024-07-24,18,62.0
dining,2024-07-24,19,44.0
dining,2024-07-24,20,31.0
dining,2024-07-24,21,19.0
dining,2024-07-24,22,11.0
dining,2024-07-24,23,2.0
dining,2024-07-25,0,2.0
dining,2024-07-25,1,3.0
dining,2024-07-25,2,4.0
dining,2024-07-25,3,2.0
dining,2024-07-25,4,2.0
dining,2024-07-25,5,6.0
dining,2024-07-25,6,3.0
dining,2024-07-25,7,17.0
dining,2024-07-25,8,53.0
dining,2024-07-25,9,64.0
dining,2024-07-25,10,85.0
dining,2024-07-25,11,139.0
dining,2024-07-25,12,128.0
dining,2024-07-25,13,89.0
dining,2024-07-25,14,98.0
dining,2024-07-25,15,102.0
dining,2024-07-25,16,104.0
dining,2024-07-25,17,100.0
dining,2024-07-25,18,64.0
dining,2024-07-25,19,55.0
dining,2024-07-25,20,36.0
dining,2024-07-25,21,24.0
dining,2024-07-25,22,14.0
dining,2024-07-25,23,14.0
dining,2024-07-26,0,5.0
dining,2024-07-26,1,2.0
dining,2024-07-26,2,2.0
dining,2024-07-26,3,
dining,2024-07-26,4,1.0
dining,2024-07-26,5,3.0
dining,2024-07-26,6,11.0
dining,2024-07-26,7,17.0
dining,2024-07-26,8,34.0
dining,2024-07-26,9,51.0
dining,2024-07-26,10,70.0
dining,2024-07-26,11,104.0
dining,2024-07-26,12,101.0
dining,2024-07-26,13,107.0
dining,2024-07-26,14,127.0
dining,2024-07-26,15,95.0
dining,2024-07-26,16,86.0
dining,2024-07-26,17,80.0
dining,2024-07-26,18,113.0
dining,2024-07-26,19,87.0
dining,2024-07-26,20,48.0
dining,2024-07-26,21,39.0
dining,2024-07-26,22,41.0
dining,2024-07-26,23,14.0
dining,2024-07-27,0,8.0
dining,2024-07-27,1,6.0
dining,2024-07-27,2,9.0
dining,2024-07-27,3,6.0
dining,2024-07-27,4,5.0
dining,2024-07-27,5,2.0
dining,2024-07-27,6,8.0
dining,2024-07-27,7,15.0
dining,2024-07-27,8,35.0
dining,2024-07-27,9,37.0
dining,2024-07-27,10,67.0
dining,2024-07-27,11,123.0
dining,2024-07-27,12,172.0
dining,2024-07-27,13,182.0
dining,2024-07-27,14,138.0
dining,2024-07-27,15,141.0
dining,2024-07-27,16,142.0
dining,2024-07-27,17,119.0
dining,2024-07-27,18,111.0
dining,2024-07-27,19,88.0
dining,2024-07-27,20,65.0
dining,2024-07-27,21,54.0
dining,2024-07-27,22,26.0
dining,2024-07-27,23,29.0
dining,2024-07-28,0,22.0
dining,2024-07-28,1,8.0
dining,2024-07-28,2,1.0
dining,2024-07-28,3,4.0
dining,2024-07-28,4,2.0
dining,2024-07-28,5,2.0
dining,2024-07-28,6,
dining,2024-07-28,7,12.0
dining,2024-07-28,8,16.0
dining,2024-07-28,9,27.0
dining,2024-07-28,10,31.0
dining,2024-07-28,11,35.0
dining,2024-07-28,12,72.0
dining,2024-07-28,13,75.0
dining,2024-07-28,14,78.0
dining,2024-07-28,15,67.0
dining,2024-07-28,16,49.0
dining,2024-07-28,17,51.0
dining,2024-07-28,18,39.0
dining,2024-07-28,19,47.0
dining,2024-07-28,20,35.0
dining,2024-07-28,21,21.0
dining,2024-07-28,22,15.0
dining,2024-07-28,23,4.0
dining,2024-07-29,0,1.0
dining,2024-07-29,1,2.0
dining,2024-07-29,2,2.0
dining,2024-07-29,3,1.0
dining,2024-07-29,4,2.0
dining,2024-07-29,5,4.0
dining,2024-07-29,6,20.0
dining,2024-07-29,7,25.0
dining,2024-07-29,8,36.0
dining,2024-07-29,9,52.0
dining,2024-07-29,10,68.0
dining,2024-07-29,11,76.0
dining,2024-07-29,12,89.0
dining,2024-07-29,13,86.0
dining,2024-07-29,14,74.0
dining,2024-07-29,15,66.0
dining,2024-07-29,16,81.0
dining,2024-07-29,17,66.0
dining,2024-07-29,18,41.0
dining,2024-07-29,19,37.0
dining,2024-07-29,20,17.0
dining,2024-07-29,21,14.0
dining,2024-07-29,22,17.0
dining,2024-07-29,23,2.0
dining,2024-07-30,0,5.0
dining,2024-07-30,1,1.0
dining,2024-07-30,2,2.0
dining,2024-07-30,3,2.0
dining,2024-07-30,4,2.0
dining,2024-07-30,5,5.0
dining,2024-07-30,6,13.0
dining,2024-07-30,7,25.0
dining,2024-07-30,8,29.0
dining,2024-07-30,9,74.0
dining,2024-07-30,10,86.0
dining,2024-07-30,11,96.0
dining,2024-07-30,12,101.0
dining,2024-07-30,13,85.0
dining,2024-07-30,14,77.0
dining,2024-07-30,15,68.0
dining,2024-07-30,16,69.0
dining,2024-07-30,17,72.0
dining,2024-07-30,18,45.0
dining,2024-07-30,19,44.0
dining,2024-07-30,20,26.0
dining,2024-07-30,21,15.0
dining,2024-07-30,22,6.0
dining,2024-07-30,23,8.0
dining,2024-07-31,0,5.0
dining,2024-07-31,1,1.0
dining,2024-07-31,2,1.0
dining,2024-07-31,3,
dining,2024-07-31,4,1.0
dining,2024-07-31,5,3.0
dining,2024-07-31,6,8.0
dining,2024-07-31,7,21.0
dining,2024-07-31,8,30.0
dining,2024-07-31,9,44.0
dining,2024-07-31,10,66.0
dining,2024-07-31,11,99.0
dining,2024-07-31,12,115.0
dining,2024-07-31,13,82.0
dining,2024-07-31,14,94.0
dining,2024-07-31,15,79.0
dining,2024-07-31,16,81.0
dining,2024-07-31,17,53.0
dining,2024-07-31,18,76.0
dining,2024-07-31,19,52.0
dining,2024-07-31,20,32.0
dining,2024-07-31,21,22.0
dining,2024-07-31,22,17.0
dining,2024-07-31,23,8.0
dining,2024-08-01,0,6.0
dining,2024-08-01,1,3.0
dining,2024-08-01,2,1.0
dining,2024-08-01,3,1.0
dining,2024-08-01,4,1.0
dining,2024-08-01,5,4.0
dining,2024-08-01,6,14.0
dining,2024-08-01,7,15.0
dining,2024-08-01,8,42.0
dining,2024-08-01,9,68.0
dining,2024-08-01,10,81.0
dining,2024-08-01,11,90.0
dining,2024-08-01,12,129.0
dining,2024-08-01,13,97.0
dining,2024-08-01,14,84.0
dining,2024-08-01,15,94.0
dining,2024-08-01,16,76.0
dining,2024-08-01,17,95.0
dining,2024-08-01,18,84.0
dining,2024-08-01,19,32.0
dining,2024-08-01,20,24.0
dining,2024-08-01,21,15.0
dining,2024-08-01,22,10.0
dining,2024-08-01,23,9.0
dining,2024-08-02,0,3.0
dining,2024-08-02,1,4.0
dining,2024-08-02,2,1.0
dining,2024-08-02,3,2.0
dining,2024-08-02,4,3.0
dining,2024-08-02,5,9.0
dining,2024-08-02,6,11.0
dining,2024-08-02,7,16.0
dining,2024-08-02,8,34.0
dining,2024-08-02,9,64.0
dining,2024-08-02,10,85.0
dining,2024-08-02,11,107.0
dining,2024-08-02,12,116.0
dining,2024-08-02,13,127.0
dining,2024-08-02,14,115.0
dining,2024-08-02,15,111.0
dining,2024-08-02,16,150.0
dining,2024-08-02,17,105.0
dining,2024-08-02,18,91.0
dining,2024-08-02,19,61.0
dining,2024-08-02,20,55.0
dining,2024-08-02,21,38.0
dining,2024-08-02,22,39.0
dining,2024-08-02,23,17.0
dining,2024-08-03,0,6.0
dining,2024-08-03,1,11.0
dining,2024-08-03,2,7.0
dining,2024-08-03,3,4.0
dining,2024-08-03,4,7.0
dining,2024-08-03,5,3.0
dining,2024-08-03,6,9.0
dining,2024-08-03,7,14.0
dining,2024-08-03,8,33.0
dining,2024-08-03,9,50.0
dining,2024-08-03,10,97.0
dining,2024-08-03,11,147.0
dining,2024-08-03,12,160.0
dining,2024-08-03,13,153.0
dining,2024-08-03,14,135.0
dining,2024-08-03,15,143.0
dining,2024-08-03,16,136.0
dining,2024-08-03,17,104.0
dining,2024-08-03,18,117.0
dining,2024-08-03,19,100.0
dining,2024-08-03,20,84.0
dining,2024-08-03,21,68.0
dining,2024-08-03,22,47.0
dining,2024-08-03,23,16.0
dining,2024-08-04,0,13.0
dining,2024-08-04,1,13.0
dining,2024-08-04,2,3.0
dining,2024-08-04,3,2.0
dining,2024-08-04,4,5.0
dining,2024-08-04,5,3.0
dining,2024-08-04,6,6.0
dining,2024-08-04,7,8.0
dining,2024-08-04,8,18.0
dining,2024-08-04,9,27.0
dining,2024-08-04,10,48.0
dining,2024-08-04,11,53.0
dining,2024-08-04,12,59.0
dining,2024-08-04,13,80.0
dining,2024-08-04,14,72.0
dining,2024-08-04,15,74.0
dining,2024-08-04,16,63.0
dining,2024-08-04,17,72.0
dining,2024-08-04,18,64.0
dining,2024-08-04,19,89.0
dining,2024-08-04,20,64.0
dining,2024-08-04,21,60.0
dining,2024-08-04,22,5.0
dining,2024-08-04,23,9.0
fanzone,2024-04-29,0,
fanzone,2024-04-29,1,
fanzone,2024-04-29,2,
fanzone,2024-04-29,3,
fanzone,2024-04-29,4,1.0
fanzone,2024-04-29,5,
fanzone,2024-04-29,6,
fanzone,2024-04-29,7,
fanzone,2024-04-29,8,
fanzone,2024-04-29,9,
fanzone,2024-04-29,10,2.0
fanzone,2024-04-29,11,1.0
fanzone,2024-04-29,12,
fanzone,2024-04-29,13,4.0
fanzone,2024-04-29,14,2.0
fanzone,2024-04-29,15,1.0
fanzone,2024-04-29,16,6.0
fanzone,2024-04-29,17,2.0
fanzone,2024-04-29,18,2.0
fanzone,2024-04-29,19,4.0
fanzone,2024-04-29,20,2.0
fanzone,2024-04-29,21,1.0
fanzone,2024-04-29,22,
fanzone,2024-04-29,23,
fanzone,2024-04-30,0,
fanzone,2024-04-30,1,
fanzone,2024-04-30,2,
fanzone,2024-04-30,3,
fanzone,2024-04-30,4,
fanzone,2024-04-30,5,
fanzone,2024-04-30,6,1.0
fanzone,2024-04-30,7,3.0
fanzone,2024-04-30,8,2.0
fanzone,2024-04-30,9,1.0
fanzone,2024-04-30,10,1.0
fanzone,2024-04-30,11,1.0
fanzone,2024-04-30,12,
fanzone,2024-04-30,13,
fanzone,2024-04-30,14,1.0
fanzone,2024-04-30,15,3.0
fanzone,2024-04-30,16,1.0
fanzone,2024-04-30,17,2.0
fanzone,2024-04-30,18,
fanzone,2024-04-30,19,4.0
fanzone,2024-04-30,20,3.0
fanzone,2024-04-30,21,6.0
fanzone,2024-04-30,22,4.0
fanzone,2024-04-30,23,2.0
fanzone,2024-05-01,0,1.0
fanzone,2024-05-01,1,1.0
fanzone,2024-05-01,2,1.0
fanzone,2024-05-01,3,
fanzone,2024-05-01,4,
fanzone,2024-05-01,5,
fanzone,2024-05-01,6,
fanzone,2024-05-01,7,
fanzone,2024-05-01,8,
fanzone,2024-05-01,9,
fanzone,2024-05-01,10,
fanzone,2024-05-01,11,2.0
fanzone,2024-05-01,12,1.0
fanzone,2024-05-01,13,4.0
fanzone,2024-05-01,14,4.0
fanzone,2024-05-01,15,3.0
fanzone,2024-05-01,16,4.0
fanzone,2024-05-01,17,1.0
fanzone,2024-05-01,18,2.0
fanzone,2024-05-01,19,2.0
fanzone,2024-05-01,20,
fanzone,2024-05-01,21,
fanzone,2024-05-01,22,
fanzone,2024-05-01,23,1.0
fanzone,2024-05-02,0,
fanzone,2024-05-02,1,
fanzone,2024-05-02,2,
fanzone,2024-05-02,3,
fanzone,2024-05-02,4,
fanzone,2024-05-02,5,
fanzone,2024-05-02,6,
fanzone,2024-05-02,7,1.0
fanzone,2024-05-02,8,2.0
fanzone,2024-05-02,9,
fanzone,2024-05-02,10,
fanzone,2024-05-02,11,2.0
fanzone,2024-05-02,12,1.0
fanzone,2024-05-02,13,1.0
fanzone,2024-05-02,14,
fanzone,2024-05-02,15,3.0
fanzone,2024-05-02,16,1.0
fanzone,2024-05-02,17,2.0
fanzone,2024-05-02,18,1.0
fanzone,2024-05-02,19,3.0
fanzone,2024-05-02,20,
fanzone,2024-05-02,21,
fanzone,2024-05-02,22,
fanzone,2024-05-02,23,
fanzone,2024-05-03,0,
fanzone,2024-05-03,1,
fanzone,2024-05-03,2,1.0
fanzone,2024-05-03,3,
fanzone,2024-05-03,4,
fanzone,2024-05-03,5,
fanzone,2024-05-03,6,
fanzone,2024-05-03,7,
fanzone,2024-05-03,8,1.0
fanzone,2024-05-03,9,
fanzone,2024-05-03,10,3.0
fanzone,2024-05-03,11,1.0
fanzone,2024-05-03,12,3.0
fanzone,2024-05-03,13,3.0
fanzone,2024-05-03,14,2.0
fanzone,2024-05-03,15,1.0
fanzone,2024-05-03,16,3.0
fanzone,2024-05-03,17,3.0
fanzone,2024-05-03,18,4.0
fanzone,2024-05-03,19,5.0
fanzone,2024-05-03,20,3.0
fanzone,2024-05-03,21,4.0
fanzone,2024-05-03,22,
fanzone,2024-05-03,23,
fanzone,2024-05-04,0,
fanzone,2024-05-04,1,
fanzone,2024-05-04,2,
fanzone,2024-05-04,3,
fanzone,2024-05-04,4,
fanzone,2024-05-04,5,
fanzone,2024-05-04,6,
fanzone,2024-05-04,7,
fanzone,2024-05-04,8,
fanzone,2024-05-04,9,1.0
fanzone,2024-05-04,10,1.0
fanzone,2024-05-04,11,3.0
fanzone,2024-05-04,12,
fanzone,2024-05-04,13,1.0
fanzone,2024-05-04,14,4.0
fanzone,2024-05-04,15,1.0
fanzone,2024-05-04,16,
fanzone,2024-05-04,17,1.0
fanzone,2024-05-04,18,4.0
fanzone,2024-05-04,19,9.0
fanzone,2024-05-04,20,8.0
fanzone,2024-05-04,21,6.0
fanzone,2024-05-04,22,2.0
fanzone,2024-05-04,23,3.0
fanzone,2024-05-05,0,1.0
fanzone,2024-05-05,1,
fanzone,2024-05-05,2,
fanzone,2024-05-05,3,
fanzone,2024-05-05,4,
fanzone,2024-05-05,5,
fanzone,2024-05-05,6,
fanzone,2024-05-05,7,
fanzone,2024-05-05,8,1.0
fanzone,2024-05-05,9,
fanzone,2024-05-05,10,1.0
fanzone,2024-05-05,11,
fanzone,2024-05-05,12,1.0
fanzone,2024-05-05,13,5.0
fanzone,2024-05-05,14,
fanzone,2024-05-05,15,2.0
fanzone,2024-05-05,16,2.0
fanzone,2024-05-05,17,1.0
fanzone,2024-05-05,18,
fanzone,2024-05-05,19,
fanzone,2024-05-05,20,
fanzone,2024-05-05,21,
fanzone,2024-05-05,22,1.0
fanzone,2024-05-05,23,
fanzone,2024-05-06,0,
fanzone,2024-05-06,1,
fanzone,2024-05-06,2,
fanzone,2024-05-06,3,
fanzone,2024-05-06,4,
fanzone,2024-05-06,5,
fanzone,2024-05-06,6,
fanzone,2024-05-06,7,
fanzone,2024-05-06,8,1.0
fanzone,2024-05-06,9,2.0
fanzone,2024-05-06,10,1.0
fanzone,2024-05-06,11,2.0
fanzone,2024-05-06,12,1.0
fanzone,2024-05-06,13,
fanzone,2024-05-06,14,3.0
fanzone,2024-05-06,15,1.0
fanzone,2024-05-06,16,
fanzone,2024-05-06,17,3.0
fanzone,2024-05-06,18,1.0
fanzone,2024-05-06,19,1.0
fanzone,2024-05-06,20,1.0
fanzone,2024-05-06,21,
fanzone,2024-05-06,22,
fanzone,2024-05-06,23,
fanzone,2024-05-07,0,
fanzone,2024-05-07,1,
fanzone,2024-05-07,2,
fanzone,2024-05-07,3,
fanzone,2024-05-07,4,
fanzone,2024-05-07,5,
fanzone,2024-05-07,6,4.0
fanzone,2024-05-07,7,1.0
fanzone,2024-05-07,8,1.0
fanzone,2024-05-07,9,
fanzone,2024-05-07,10,
fanzone,2024-05-07,11,3.0
fanzone,2024-05-07,12,3.0
fanzone,2024-05-07,13,3.0
fanzone,2024-05-07,14,2.0
fanzone,2024-05-07,15,2.0
fanzone,2024-05-07,16,3.0
fanzone,2024-05-07,17,2.0
fanzone,2024-05-07,18,1.0
fanzone,2024-05-07,19,1.0
fanzone,2024-05-07,20,3.0
fanzone,2024-05-07,21,
fanzone,2024-05-07,22,
fanzone,2024-05-07,23,
fanzone,2024-05-08,0,
fanzone,2024-05-08,1,
fanzone,2024-05-08,2,
fanzone,2024-05-08,3,
fanzone,2024-05-08,4,
fanzone,2024-05-08,5,
fanzone,2024-05-08,6,
fanzone,2024-05-08,7,2.0
fanzone,2024-05-08,8,2.0
fanzone,2024-05-08,9,1.0
fanzone,2024-05-08,10,3.0
fanzone,2024-05-08,11,3.0
fanzone,2024-05-08,12,1.0
fanzone,2024-05-08,13,3.0
fanzone,2024-05-08,14,
fanzone,2024-05-08,15,2.0
fanzone,2024-05-08,16,3.0
fanzone,2024-05-08,17,3.0
fanzone,2024-05-08,18,5.0
fanzone,2024-05-08,19,2.0
fanzone,2024-05-08,20,
fanzone,2024-05-08,21,2.0
fanzone,2024-05-08,22,1.0
fanzone,2024-05-08,23,
fanzone,2024-05-09,0,
fanzone,2024-05-09,1,
fanzone,2024-05-09,2,
fanzone,2024-05-09,3,
fanzone,2024-05-09,4,
fanzone,2024-05-09,5,
fanzone,2024-05-09,6,
fanzone,2024-05-09,7,
fanzone,2024-05-09,8,
fanzone,2024-05-09,9,
fanzone,2024-05-09,10,
fanzone,2024-05-09,11,2.0
fanzone,2024-05-09,12,3.0
fanzone,2024-05-09,13,3.0
fanzone,2024-05-09,14,2.0
fanzone,2024-05-09,15,2.0
fanzone,2024-05-09,16,1.0
fanzone,2024-05-09,17,3.0
fanzone,2024-05-09,18,2.0
fanzone,2024-05-09,19,1.0
fanzone,2024-05-09,20,1.0
fanzone,2024-05-09,21,
fanzone,2024-05-09,22,
fanzone,2024-05-09,23,1.0
fanzone,2024-05-10,0,
fanzone,2024-05-10,1,1.0
fanzone,2024-05-10,2,
fanzone,2024-05-10,3,
fanzone,2024-05-10,4,
fanzone,2024-05-10,5,
fanzone,2024-05-10,6,
fanzone,2024-05-10,7,
fanzone,2024-05-10,8,
fanzone,2024-05-10,9,
fanzone,2024-05-10,10,3.0
fanzone,2024-05-10,11,1.0
fanzone,2024-05-10,12,7.0
fanzone,2024-05-10,13,2.0
fanzone,2024-05-10,14,4.0
fanzone,2024-05-10,15,2.0
fanzone,2024-05-10,16,3.0
fanzone,2024-05-10,17,2.0
fanzone,2024-05-10,18,4.0
fanzone,2024-05-10,19,4.0
fanzone,2024-05-10,20,7.0
fanzone,2024-05-10,21,5.0
fanzone,2024-05-10,22,5.0
fanzone,2024-05-10,23,2.0
fanzone,2024-05-11,0,
fanzone,2024-05-11,1,
fanzone,2024-05-11,2,
fanzone,2024-05-11,3,
fanzone,2024-05-11,4,
fanzone,2024-05-11,5,
fanzone,2024-05-11,6,
fanzone,2024-05-11,7,
fanzone,2024-05-11,8,
fanzone,2024-05-11,9,
fanzone,2024-05-11,10,1.0
fanzone,2024-05-11,11,5.0
fanzone,2024-05-11,12,1.0
fanzone,2024-05-11,13,6.0
fanzone,2024-05-11,14,3.0
fanzone,2024-05-11,15,2.0
fanzone,2024-05-11,16,8.0
fanzone,2024-05-11,17,3.0
fanzone,2024-05-11,18,4.0
fanzone,2024-05-11,19,5.0
fanzone,2024-05-11,20,1.0
fanzone,2024-05-11,21,
fanzone,2024-05-11,22,1.0
fanzone,2024-05-11,23,2.0
fanzone,2024-05-12,0,
fanzone,2024-05-12,1,
fanzone,2024-05-12,2,
fanzone,2024-05-12,3,
fanzone,2024-05-12,4,
fanzone,2024-05-12,5,
fanzone,2024-05-12,6,
fanzone,2024-05-12,7,
fanzone,2024-05-12,8,1.0
fanzone,2024-05-12,9,
fanzone,2024-05-12,10,1.0
fanzone,2024-05-12,11,10.0
fanzone,2024-05-12,12,15.0
fanzone,2024-05-12,13,12.0
fanzone,2024-05-12,14,5.0
fanzone,2024-05-12,15,16.0
fanzone,2024-05-12,16,4.0
fanzone,2024-05-12,17,2.0
fanzone,2024-05-12,18,1.0
fanzone,2024-05-12,19,
fanzone,2024-05-12,20,
fanzone,2024-05-12,21,
fanzone,2024-05-12,22,1.0
fanzone,2024-05-12,23,
fanzone,2024-05-13,0,
fanzone,2024-05-13,1,
fanzone,2024-05-13,2,
fanzone,2024-05-13,3,
fanzone,2024-05-13,4,
fanzone,2024-05-13,5,
fanzone,2024-05-13,6,
fanzone,2024-05-13,7,
fanzone,2024-05-13,8,
fanzone,2024-05-13,9,2.0
fanzone,2024-05-13,10,1.0
fanzone,2024-05-13,11,1.0
fanzone,2024-05-13,12,2.0
fanzone,2024-05-13,13,
fanzone,2024-05-13,14,2.0
fanzone,2024-05-13,15,2.0
fanzone,2024-05-13,16,
fanzone,2024-05-13,17,1.0
fanzone,2024-05-13,18,
fanzone,2024-05-13,19,
fanzone,2024-05-13,20,
fanzone,2024-05-13,21,
fanzone,2024-05-13,22,
fanzone,2024-05-13,23,
fanzone,2024-05-14,0,
fanzone,2024-05-14,1,
fanzone,2024-05-14,2,
fanzone,2024-05-14,3,
fanzone,2024-05-14,4,
fanzone,2024-05-14,5,
fanzone,2024-05-14,6,1.0
fanzone,2024-05-14,7,
fanzone,2024-05-14,8,
fanzone,2024-05-14,9,
fanzone,2024-05-14,10,1.0
fanzone,2024-05-14,11,
fanzone,2024-05-14,12,1.0
fanzone,2024-05-14,13,1.0
fanzone,2024-05-14,14,2.0
fanzone,2024-05-14,15,
fanzone,2024-05-14,16,1.0
fanzone,2024-05-14,17,3.0
fanzone,2024-05-14,18,1.0
fanzone,2024-05-14,19,
fanzone,2024-05-14,20,
fanzone,2024-05-14,21,1.0
fanzone,2024-05-14,22,
fanzone,2024-05-14,23,
fanzone,2024-05-15,0,
fanzone,2024-05-15,1,
fanzone,2024-05-15,2,
fanzone,2024-05-15,3,
fanzone,2024-05-15,4,
fanzone,2024-05-15,5,
fanzone,2024-05-15,6,
fanzone,2024-05-15,7,
fanzone,2024-05-15,8,1.0
fanzone,2024-05-15,9,2.0
fanzone,2024-05-15,10,
fanzone,2024-05-15,11,
fanzone,2024-05-15,12,1.0
fanzone,2024-05-15,13,2.0
fanzone,2024-05-15,14,1.0
fanzone,2024-05-15,15,2.0
fanzone,2024-05-15,16,2.0
fanzone,2024-05-15,17,1.0
fanzone,2024-05-15,18,3.0
fanzone,2024-05-15,19,
fanzone,2024-05-15,20,
fanzone,2024-05-15,21,1.0
fanzone,2024-05-15,22,1.0
fanzone,2024-05-15,23,
fanzone,2024-05-16,0,
fanzone,2024-05-16,1,
fanzone,2024-05-16,2,
fanzone,2024-05-16,3,
fanzone,2024-05-16,4,
fanzone,2024-05-16,5,
fanzone,2024-05-16,6,1.0
fanzone,2024-05-16,7,
fanzone,2024-05-16,8,
fanzone,2024-05-16,9,1.0
fanzone,2024-05-16,10,
fanzone,2024-05-16,11,1.0
fanzone,2024-05-16,12,5.0
fanzone,2024-05-16,13,2.0
fanzone,2024-05-16,14,5.0
fanzone,2024-05-16,15,3.0
fanzone,2024-05-16,16,1.0
fanzone,2024-05-16,17,1.0
fanzone,2024-05-16,18,
fanzone,2024-05-16,19,
fanzone,2024-05-16,20,
