venue_type,day,hour,pair
fanzone,2024-05-16,21,3.0
fanzone,2024-05-16,22,3.0
fanzone,2024-05-16,23,1.0
fanzone,2024-05-17,0,
fanzone,2024-05-17,1,
fanzone,2024-05-17,2,
fanzone,2024-05-17,3,
fanzone,2024-05-17,4,
fanzone,2024-05-17,5,
fanzone,2024-05-17,6,
fanzone,2024-05-17,7,1.0
fanzone,2024-05-17,8,
fanzone,2024-05-17,9,
fanzone,2024-05-17,10,1.0
fanzone,2024-05-17,11,
fanzone,2024-05-17,12,1.0
fanzone,2024-05-17,13,2.0
fanzone,2024-05-17,14,1.0
fanzone,2024-05-17,15,2.0
fanzone,2024-05-17,16,2.0
fanzone,2024-05-17,17,1.0
fanzone,2024-05-17,18,4.0
fanzone,2024-05-17,19,2.0
fanzone,2024-05-17,20,4.0
fanzone,2024-05-17,21,1.0
fanzone,2024-05-17,22,6.0
fanzone,2024-05-17,23,
fanzone,2024-05-18,0,
fanzone,2024-05-18,1,
fanzone,2024-05-18,2,
fanzone,2024-05-18,3,
fanzone,2024-05-18,4,
fanzone,2024-05-18,5,
fanzone,2024-05-18,6,
fanzone,2024-05-18,7,
fanzone,2024-05-18,8,1.0
fanzone,2024-05-18,9,1.0
fanzone,2024-05-18,10,1.0
fanzone,2024-05-18,11,10.0
fanzone,2024-05-18,12,8.0
fanzone,2024-05-18,13,7.0
fanzone,2024-05-18,14,8.0
fanzone,2024-05-18,15,8.0
fanzone,2024-05-18,16,10.0
fanzone,2024-05-18,17,4.0
fanzone,2024-05-18,18,9.0
fanzone,2024-05-18,19,8.0
fanzone,2024-05-18,20,4.0
fanzone,2024-05-18,21,8.0
fanzone,2024-05-18,22,9.0
fanzone,2024-05-18,23,
fanzone,2024-05-19,0,2.0
fanzone,2024-05-19,1,1.0
fanzone,2024-05-19,2,1.0
fanzone,2024-05-19,3,
fanzone,2024-05-19,4,
fanzone,2024-05-19,5,
fanzone,2024-05-19,6,
fanzone,2024-05-19,7,
fanzone,2024-05-19,8,
fanzone,2024-05-19,9,
fanzone,2024-05-19,10,
fanzone,2024-05-19,11,2.0
fanzone,2024-05-19,12,4.0
fanzone,2024-05-19,13,6.0
fanzone,2024-05-19,14,8.0
fanzone,2024-05-19,15,14.0
fanzone,2024-05-19,16,5.0
fanzone,2024-05-19,17,2.0
fanzone,2024-05-19,18,7.0
fanzone,2024-05-19,19,3.0
fanzone,2024-05-19,20,4.0
fanzone,2024-05-19,21,5.0
fanzone,2024-05-19,22,3.0
fanzone,2024-05-19,23,2.0
fanzone,2024-05-20,0,1.0
fanzone,2024-05-20,1,1.0
fanzone,2024-05-20,2,
fanzone,2024-05-20,3,
fanzone,2024-05-20,4,
fanzone,2024-05-20,5,
fanzone,2024-05-20,6,
fanzone,2024-05-20,7,
fanzone,2024-05-20,8,
fanzone,2024-05-20,9,2.0
fanzone,2024-05-20,10,1.0
fanzone,2024-05-20,11,
fanzone,2024-05-20,12,3.0
fanzone,2024-05-20,13,6.0
fanzone,2024-05-20,14,17.0
fanzone,2024-05-20,15,5.0
fanzone,2024-05-20,16,6.0
fanzone,2024-05-20,17,3.0
fanzone,2024-05-20,18,
fanzone,2024-05-20,19,
fanzone,2024-05-20,20,
fanzone,2024-05-20,21,1.0
fanzone,2024-05-20,22,
fanzone,2024-05-20,23,
fanzone,2024-05-21,0,
fanzone,2024-05-21,1,
fanzone,2024-05-21,2,
fanzone,2024-05-21,3,
fanzone,2024-05-21,4,
fanzone,2024-05-21,5,
fanzone,2024-05-21,6,
fanzone,2024-05-21,7,
fanzone,2024-05-21,8,2.0
fanzone,2024-05-21,9,
fanzone,2024-05-21,10,2.0
fanzone,2024-05-21,11,
fanzone,2024-05-21,12,3.0
fanzone,2024-05-21,13,1.0
fanzone,2024-05-21,14,4.0
fanzone,2024-05-21,15,
fanzone,2024-05-21,16,5.0
fanzone,2024-05-21,17,1.0
fanzone,2024-05-21,18,1.0
fanzone,2024-05-21,19,1.0
fanzone,2024-05-21,20,1.0
fanzone,2024-05-21,21,
fanzone,2024-05-21,22,1.0
fanzone,2024-05-21,23,
fanzone,2024-05-22,0,1.0
fanzone,2024-05-22,1,
fanzone,2024-05-22,2,
fanzone,2024-05-22,3,
fanzone,2024-05-22,4,
fanzone,2024-05-22,5,1.0
fanzone,2024-05-22,6,
fanzone,2024-05-22,7,1.0
fanzone,2024-05-22,8,3.0
fanzone,2024-05-22,9,1.0
fanzone,2024-05-22,10,2.0
fanzone,2024-05-22,11,
fanzone,2024-05-22,12,5.0
fanzone,2024-05-22,13,
fanzone,2024-05-22,14,2.0
fanzone,2024-05-22,15,3.0
fanzone,2024-05-22,16,1.0
fanzone,2024-05-22,17,3.0
fanzone,2024-05-22,18,2.0
fanzone,2024-05-22,19,4.0
fanzone,2024-05-22,20,7.0
fanzone,2024-05-22,21,7.0
fanzone,2024-05-22,22,
fanzone,2024-05-22,23,1.0
fanzone,2024-05-23,0,
fanzone,2024-05-23,1,
fanzone,2024-05-23,2,
fanzone,2024-05-23,3,
fanzone,2024-05-23,4,
fanzone,2024-05-23,5,
fanzone,2024-05-23,6,
fanzone,2024-05-23,7,1.0
fanzone,2024-05-23,8,2.0
fanzone,2024-05-23,9,
fanzone,2024-05-23,10,2.0
fanzone,2024-05-23,11,2.0
fanzone,2024-05-23,12,2.0
fanzone,2024-05-23,13,1.0
fanzone,2024-05-23,14,1.0
fanzone,2024-05-23,15,5.0
fanzone,2024-05-23,16,3.0
fanzone,2024-05-23,17,1.0
fanzone,2024-05-23,18,1.0
fanzone,2024-05-23,19,7.0
fanzone,2024-05-23,20,
fanzone,2024-05-23,21,5.0
fanzone,2024-05-23,22,3.0
fanzone,2024-05-23,23,
fanzone,2024-05-24,0,
fanzone,2024-05-24,1,
fanzone,2024-05-24,2,
fanzone,2024-05-24,3,
fanzone,2024-05-24,4,
fanzone,2024-05-24,5,
fanzone,2024-05-24,6,
fanzone,2024-05-24,7,1.0
fanzone,2024-05-24,8,
fanzone,2024-05-24,9,1.0
fanzone,2024-05-24,10,
fanzone,2024-05-24,11,1.0
fanzone,2024-05-24,12,1.0
fanzone,2024-05-24,13,2.0
fanzone,2024-05-24,14,2.0
fanzone,2024-05-24,15,4.0
fanzone,2024-05-24,16,18.0
fanzone,2024-05-24,17,30.0
fanzone,2024-05-24,18,27.0
fanzone,2024-05-24,19,20.0
fanzone,2024-05-24,20,29.0
fanzone,2024-05-24,21,31.0
fanzone,2024-05-24,22,36.0
fanzone,2024-05-24,23,17.0
fanzone,2024-05-25,0,
fanzone,2024-05-25,1,
fanzone,2024-05-25,2,
fanzone,2024-05-25,3,
fanzone,2024-05-25,4,
fanzone,2024-05-25,5,
fanzone,2024-05-25,6,
fanzone,2024-05-25,7,
fanzone,2024-05-25,8,
fanzone,2024-05-25,9,
fanzone,2024-05-25,10,
fanzone,2024-05-25,11,1.0
fanzone,2024-05-25,12,1.0
fanzone,2024-05-25,13,9.0
fanzone,2024-05-25,14,15.0
fanzone,2024-05-25,15,8.0
fanzone,2024-05-25,16,12.0
fanzone,2024-05-25,17,8.0
fanzone,2024-05-25,18,7.0
fanzone,2024-05-25,19,7.0
fanzone,2024-05-25,20,5.0
fanzone,2024-05-25,21,3.0
fanzone,2024-05-25,22,3.0
fanzone,2024-05-25,23,
fanzone,2024-05-26,0,
fanzone,2024-05-26,1,
fanzone,2024-05-26,2,1.0
fanzone,2024-05-26,3,
fanzone,2024-05-26,4,
fanzone,2024-05-26,5,
fanzone,2024-05-26,6,
fanzone,2024-05-26,7,
fanzone,2024-05-26,8,
fanzone,2024-05-26,9,
fanzone,2024-05-26,10,2.0
fanzone,2024-05-26,11,4.0
fanzone,2024-05-26,12,5.0
fanzone,2024-05-26,13,4.0
fanzone,2024-05-26,14,1.0
fanzone,2024-05-26,15,4.0
fanzone,2024-05-26,16,6.0
fanzone,2024-05-26,17,26.0
fanzone,2024-05-26,18,40.0
fanzone,2024-05-26,19,65.0
fanzone,2024-05-26,20,72.0
fanzone,2024-05-26,21,37.0
fanzone,2024-05-26,22,23.0
fanzone,2024-05-26,23,23.0
fanzone,2024-05-27,0,
fanzone,2024-05-27,1,
fanzone,2024-05-27,2,
fanzone,2024-05-27,3,
fanzone,2024-05-27,4,
fanzone,2024-05-27,5,
fanzone,2024-05-27,6,2.0
fanzone,2024-05-27,7,
fanzone,2024-05-27,8,2.0
fanzone,2024-05-27,9,
fanzone,2024-05-27,10,1.0
fanzone,2024-05-27,11,
fanzone,2024-05-27,12,2.0
fanzone,2024-05-27,13,
fanzone,2024-05-27,14,4.0
fanzone,2024-05-27,15,
fanzone,2024-05-27,16,1.0
fanzone,2024-05-27,17,2.0
fanzone,2024-05-27,18,1.0
fanzone,2024-05-27,19,2.0
fanzone,2024-05-27,20,
fanzone,2024-05-27,21,1.0
fanzone,2024-05-27,22,
fanzone,2024-05-27,23,
fanzone,2024-05-28,0,
fanzone,2024-05-28,1,
fanzone,2024-05-28,2,
fanzone,2024-05-28,3,
fanzone,2024-05-28,4,
fanzone,2024-05-28,5,
fanzone,2024-05-28,6,
fanzone,2024-05-28,7,
fanzone,2024-05-28,8,
fanzone,2024-05-28,9,1.0
fanzone,2024-05-28,10,
fanzone,2024-05-28,11,1.0
fanzone,2024-05-28,12,1.0
fanzone,2024-05-28,13,3.0
fanzone,2024-05-28,14,1.0
fanzone,2024-05-28,15,2.0
fanzone,2024-05-28,16,1.0
fanzone,2024-05-28,17,1.0
fanzone,2024-05-28,18,4.0
fanzone,2024-05-28,19,5.0
fanzone,2024-05-28,20,
fanzone,2024-05-28,21,2.0
fanzone,2024-05-28,22,1.0
fanzone,2024-05-28,23,
fanzone,2024-05-29,0,
fanzone,2024-05-29,1,
fanzone,2024-05-29,2,
fanzone,2024-05-29,3,
fanzone,2024-05-29,4,
fanzone,2024-05-29,5,
fanzone,2024-05-29,6,
fanzone,2024-05-29,7,1.0
fanzone,2024-05-29,8,
fanzone,2024-05-29,9,1.0
fanzone,2024-05-29,10,1.0
fanzone,2024-05-29,11,
fanzone,2024-05-29,12,2.0
fanzone,2024-05-29,13,2.0
fanzone,2024-05-29,14,2.0
fanzone,2024-05-29,15,4.0
fanzone,2024-05-29,16,5.0
fanzone,2024-05-29,17,2.0
fanzone,2024-05-29,18,2.0
fanzone,2024-05-29,19,
fanzone,2024-05-29,20,
fanzone,2024-05-29,21,1.0
fanzone,2024-05-29,22,1.0
fanzone,2024-05-29,23,1.0
fanzone,2024-05-30,0,
fanzone,2024-05-30,1,
fanzone,2024-05-30,2,
fanzone,2024-05-30,3,
fanzone,2024-05-30,4,
fanzone,2024-05-30,5,
fanzone,2024-05-30,6,
fanzone,2024-05-30,7,1.0
fanzone,2024-05-30,8,
fanzone,2024-05-30,9,1.0
fanzone,2024-05-30,10,2.0
fanzone,2024-05-30,11,1.0
fanzone,2024-05-30,12,
fanzone,2024-05-30,13,5.0
fanzone,2024-05-30,14,
fanzone,2024-05-30,15,7.0
fanzone,2024-05-30,16,7.0
fanzone,2024-05-30,17,4.0
fanzone,2024-05-30,18,4.0
fanzone,2024-05-30,19,5.0
fanzone,2024-05-30,20,1.0
fanzone,2024-05-30,21,
fanzone,2024-05-30,22,
fanzone,2024-05-30,23,
fanzone,2024-05-31,0,
fanzone,2024-05-31,1,
fanzone,2024-05-31,2,
fanzone,2024-05-31,3,
fanzone,2024-05-31,4,
fanzone,2024-05-31,5,
fanzone,2024-05-31,6,1.0
fanzone,2024-05-31,7,1.0
fanzone,2024-05-31,8,2.0
fanzone,2024-05-31,9,4.0
fanzone,2024-05-31,10,3.0
fanzone,2024-05-31,11,1.0
fanzone,2024-05-31,12,2.0
fanzone,2024-05-31,13,4.0
fanzone,2024-05-31,14,6.0
fanzone,2024-05-31,15,4.0
fanzone,2024-05-31,16,4.0
fanzone,2024-05-31,17,2.0
fanzone,2024-05-31,18,1.0
fanzone,2024-05-31,19,6.0
fanzone,2024-05-31,20,2.0
fanzone,2024-05-31,21,
fanzone,2024-05-31,22,4.0
fanzone,2024-05-31,23,4.0
fanzone,2024-06-01,0,
fanzone,2024-06-01,1,
fanzone,2024-06-01,2,
fanzone,2024-06-01,3,
fanzone,2024-06-01,4,
fanzone,2024-06-01,5,
fanzone,2024-06-01,6,1.0
fanzone,2024-06-01,7,1.0
fanzone,2024-06-01,8,1.0
fanzone,2024-06-01,9,
fanzone,2024-06-01,10,6.0
fanzone,2024-06-01,11,22.0
fanzone,2024-06-01,12,31.0
fanzone,2024-06-01,13,57.0
fanzone,2024-06-01,14,51.0
fanzone,2024-06-01,15,30.0
fanzone,2024-06-01,16,35.0
fanzone,2024-06-01,17,44.0
fanzone,2024-06-01,18,63.0
fanzone,2024-06-01,19,27.0
fanzone,2024-06-01,20,41.0
fanzone,2024-06-01,21,9.0
fanzone,2024-06-01,22,15.0
fanzone,2024-06-01,23,19.0
fanzone,2024-06-02,0,2.0
fanzone,2024-06-02,1,2.0
fanzone,2024-06-02,2,1.0
fanzone,2024-06-02,3,
fanzone,2024-06-02,4,
fanzone,2024-06-02,5,
fanzone,2024-06-02,6,
fanzone,2024-06-02,7,
fanzone,2024-06-02,8,
fanzone,2024-06-02,9,1.0
fanzone,2024-06-02,10,8.0
fanzone,2024-06-02,11,7.0
fanzone,2024-06-02,12,6.0
fanzone,2024-06-02,13,1.0
fanzone,2024-06-02,14,8.0
fanzone,2024-06-02,15,14.0
fanzone,2024-06-02,16,5.0
fanzone,2024-06-02,17,5.0
fanzone,2024-06-02,18,1.0
fanzone,2024-06-02,19,
fanzone,2024-06-02,20,1.0
fanzone,2024-06-02,21,2.0
fanzone,2024-06-02,22,
fanzone,2024-06-02,23,
fanzone,2024-06-03,0,
fanzone,2024-06-03,1,
fanzone,2024-06-03,2,
fanzone,2024-06-03,3,
fanzone,2024-06-03,4,1.0
fanzone,2024-06-03,5,
fanzone,2024-06-03,6,1.0
fanzone,2024-06-03,7,
fanzone,2024-06-03,8,
fanzone,2024-06-03,9,
fanzone,2024-06-03,10,1.0
fanzone,2024-06-03,11,
fanzone,2024-06-03,12,2.0
fanzone,2024-06-03,13,1.0
fanzone,2024-06-03,14,3.0
fanzone,2024-06-03,15,
fanzone,2024-06-03,16,2.0
fanzone,2024-06-03,17,1.0
fanzone,2024-06-03,18,1.0
fanzone,2024-06-03,19,1.0
fanzone,2024-06-03,20,
fanzone,2024-06-03,21,
fanzone,2024-06-03,22,
fanzone,2024-06-03,23,
fanzone,2024-06-04,0,
fanzone,2024-06-04,1,
fanzone,2024-06-04,2,
fanzone,2024-06-04,3,
fanzone,2024-06-04,4,
fanzone,2024-06-04,5,
fanzone,2024-06-04,6,
fanzone,2024-06-04,7,
fanzone,2024-06-04,8,
fanzone,2024-06-04,9,
fanzone,2024-06-04,10,1.0
fanzone,2024-06-04,11,
fanzone,2024-06-04,12,3.0
fanzone,2024-06-04,13,4.0
fanzone,2024-06-04,14,2.0
fanzone,2024-06-04,15,1.0
fanzone,2024-06-04,16,5.0
fanzone,2024-06-04,17,
fanzone,2024-06-04,18,
fanzone,2024-06-04,19,6.0
fanzone,2024-06-04,20,6.0
fanzone,2024-06-04,21,6.0
fanzone,2024-06-04,22,6.0
fanzone,2024-06-04,23,1.0
fanzone,2024-06-05,0,1.0
fanzone,2024-06-05,1,
fanzone,2024-06-05,2,
fanzone,2024-06-05,3,
fanzone,2024-06-05,4,2.0
fanzone,2024-06-05,5,
fanzone,2024-06-05,6,
fanzone,2024-06-05,7,
fanzone,2024-06-05,8,
fanzone,2024-06-05,9,2.0
fanzone,2024-06-05,10,2.0
fanzone,2024-06-05,11,2.0
fanzone,2024-06-05,12,4.0
fanzone,2024-06-05,13,
fanzone,2024-06-05,14,1.0
fanzone,2024-06-05,15,2.0
fanzone,2024-06-05,16,1.0
fanzone,2024-06-05,17,2.0
fanzone,2024-06-05,18,1.0
fanzone,2024-06-05,19,7.0
fanzone,2024-06-05,20,4.0
fanzone,2024-06-05,21,4.0
fanzone,2024-06-05,22,1.0
fanzone,2024-06-05,23,
fanzone,2024-06-06,0,1.0
fanzone,2024-06-06,1,1.0
fanzone,2024-06-06,2,1.0
fanzone,2024-06-06,3,
fanzone,2024-06-06,4,
fanzone,2024-06-06,5,
fanzone,2024-06-06,6,
fanzone,2024-06-06,7,1.0
fanzone,2024-06-06,8,2.0
fanzone,2024-06-06,9,1.0
fanzone,2024-06-06,10,
fanzone,2024-06-06,11,
fanzone,2024-06-06,12,1.0
fanzone,2024-06-06,13,
fanzone,2024-06-06,14,
fanzone,2024-06-06,15,5.0
fanzone,2024-06-06,16,2.0
fanzone,2024-06-06,17,5.0
fanzone,2024-06-06,18,1.0
fanzone,2024-06-06,19,3.0
fanzone,2024-06-06,20,2.0
fanzone,2024-06-06,21,1.0
fanzone,2024-06-06,22,
fanzone,2024-06-06,23,1.0
fanzone,2024-06-07,0,
fanzone,2024-06-07,1,
fanzone,2024-06-07,2,
fanzone,2024-06-07,3,
fanzone,2024-06-07,4,
fanzone,2024-06-07,5,
fanzone,2024-06-07,6,1.0
fanzone,2024-06-07,7,
fanzone,2024-06-07,8,
fanzone,2024-06-07,9,1.0
fanzone,2024-06-07,10,
fanzone,2024-06-07,11,
fanzone,2024-06-07,12,3.0
fanzone,2024-06-07,13,2.0
fanzone,2024-06-07,14,3.0
fanzone,2024-06-07,15,4.0
fanzone,2024-06-07,16,2.0
fanzone,2024-06-07,17,
fanzone,2024-06-07,18,1.0
fanzone,2024-06-07,19,
fanzone,2024-06-07,20,
fanzone,2024-06-07,21,
fanzone,2024-06-07,22,
fanzone,2024-06-07,23,1.0
fanzone,2024-06-08,0,
fanzone,2024-06-08,1,
fanzone,2024-06-08,2,
fanzone,2024-06-08,3,
fanzone,2024-06-08,4,
fanzone,2024-06-08,5,
fanzone,2024-06-08,6,
fanzone,2024-06-08,7,
fanzone,2024-06-08,8,
fanzone,2024-06-08,9,
fanzone,2024-06-08,10,1.0
fanzone,2024-06-08,11,1.0
fanzone,2024-06-08,12,7.0
fanzone,2024-06-08,13,1.0
fanzone,2024-06-08,14,6.0
fanzone,2024-06-08,15,4.0
fanzone,2024-06-08,16,1.0
fanzone,2024-06-08,17,5.0
fanzone,2024-06-08,18,6.0
fanzone,2024-06-08,19,12.0
fanzone,2024-06-08,20,16.0
fanzone,2024-06-08,21,12.0
fanzone,2024-06-08,22,22.0
fanzone,2024-06-08,23,4.0
fanzone,2024-06-09,0,1.0
fanzone,2024-06-09,1,1.0
fanzone,2024-06-09,2,
fanzone,2024-06-09,3,
fanzone,2024-06-09,4,
fanzone,2024-06-09,5,
fanzone,2024-06-09,6,
fanzone,2024-06-09,7,
fanzone,2024-06-09,8,1.0
fanzone,2024-06-09,9,
fanzone,2024-06-09,10,
fanzone,2024-06-09,11,4.0
fanzone,2024-06-09,12,4.0
fanzone,2024-06-09,13,2.0
fanzone,2024-06-09,14,7.0
fanzone,2024-06-09,15,2.0
fanzone,2024-06-09,16,9.0
fanzone,2024-06-09,17,19.0
fanzone,2024-06-09,18,27.0
fanzone,2024-06-09,19,24.0
fanzone,2024-06-09,20,20.0
fanzone,2024-06-09,21,19.0
fanzone,2024-06-09,22,13.0
fanzone,2024-06-09,23,7.0
fanzone,2024-06-10,0,
fanzone,2024-06-10,1,
fanzone,2024-06-10,2,
fanzone,2024-06-10,3,
fanzone,2024-06-10,4,
fanzone,2024-06-10,5,
fanzone,2024-06-10,6,1.0
fanzone,2024-06-10,7,1.0
fanzone,2024-06-10,8,1.0
fanzone,2024-06-10,9,1.0
fanzone,2024-06-10,10,1.0
fanzone,2024-06-10,11,1.0
fanzone,2024-06-10,12,
fanzone,2024-06-10,13,1.0
fanzone,2024-06-10,14,2.0
fanzone,2024-06-10,15,2.0
fanzone,2024-06-10,16,
fanzone,2024-06-10,17,2.0
fanzone,2024-06-10,18,
fanzone,2024-06-10,19,1.0
fanzone,2024-06-10,20,1.0
fanzone,2024-06-10,21,
fanzone,2024-06-10,22,
fanzone,2024-06-10,23,
fanzone,2024-06-11,0,
fanzone,2024-06-11,1,
fanzone,2024-06-11,2,
fanzone,2024-06-11,3,
fanzone,2024-06-11,4,
fanzone,2024-06-11,5,
fanzone,2024-06-11,6,
fanzone,2024-06-11,7,2.0
fanzone,2024-06-11,8,
fanzone,2024-06-11,9,4.0
fanzone,2024-06-11,10,1.0
fanzone,2024-06-11,11,4.0
fanzone,2024-06-11,12,4.0
fanzone,2024-06-11,13,1.0
fanzone,2024-06-11,14,4.0
fanzone,2024-06-11,15,1.0
fanzone,2024-06-11,16,1.0
fanzone,2024-06-11,17,3.0
fanzone,2024-06-11,18,1.0
fanzone,2024-06-11,19,
fanzone,2024-06-11,20,
fanzone,2024-06-11,21,
fanzone,2024-06-11,22,
fanzone,2024-06-11,23,1.0
fanzone,2024-06-12,0,
fanzone,2024-06-12,1,
fanzone,2024-06-12,2,
fanzone,2024-06-12,3,
fanzone,2024-06-12,4,
fanzone,2024-06-12,5,
fanzone,2024-06-12,6,
fanzone,2024-06-12,7,
fanzone,2024-06-12,8,
fanzone,2024-06-12,9,
fanzone,2024-06-12,10,1.0
fanzone,2024-06-12,11,1.0
fanzone,2024-06-12,12,1.0
fanzone,2024-06-12,13,3.0
fanzone,2024-06-12,14,2.0
fanzone,2024-06-12,15,5.0
fanzone,2024-06-12,16,1.0
fanzone,2024-06-12,17,14.0
fanzone,2024-06-12,18,21.0
fanzone,2024-06-12,19,33.0
fanzone,2024-06-12,20,27.0
fanzone,2024-06-12,21,35.0
fanzone,2024-06-12,22,18.0
fanzone,2024-06-12,23,7.0
fanzone,2024-06-13,0,3.0
fanzone,2024-06-13,1,
fanzone,2024-06-13,2,
fanzone,2024-06-13,3,
fanzone,2024-06-13,4,
fanzone,2024-06-13,5,
fanzone,2024-06-13,6,1.0
fanzone,2024-06-13,7,
fanzone,2024-06-13,8,
fanzone,2024-06-13,9,2.0
fanzone,2024-06-13,10,
fanzone,2024-06-13,11,1.0
fanzone,2024-06-13,12,1.0
fanzone,2024-06-13,13,1.0
fanzone,2024-06-13,14,3.0
fanzone,2024-06-13,15,3.0
fanzone,2024-06-13,16,
fanzone,2024-06-13,17,1.0
fanzone,2024-06-13,18,3.0
fanzone,2024-06-13,19,6.0
fanzone,2024-06-13,20,3.0
fanzone,2024-06-13,21,4.0
fanzone,2024-06-13,22,5.0
fanzone,2024-06-13,23,1.0
fanzone,2024-06-14,0,
fanzone,2024-06-14,1,
fanzone,2024-06-14,2,
fanzone,2024-06-14,3,
fanzone,2024-06-14,4,
fanzone,2024-06-14,5,
fanzone,2024-06-14,6,
fanzone,2024-06-14,7,
fanzone,2024-06-14,8,1.0
fanzone,2024-06-14,9,
fanzone,2024-06-14,10,1.0
fanzone,2024-06-14,11,1.0
fanzone,2024-06-14,12,1.0
fanzone,2024-06-14,13,
fanzone,2024-06-14,14,
fanzone,2024-06-14,15,2.0
fanzone,2024-06-14,16,4.0
fanzone,2024-06-14,17,3.0
fanzone,2024-06-14,18,6.0
fanzone,2024-06-14,19,10.0
fanzone,2024-06-14,20,14.0
fanzone,2024-06-14,21,14.0
fanzone,2024-06-14,22,16.0
fanzone,2024-06-14,23,10.0
fanzone,2024-06-15,0,
fanzone,2024-06-15,1,
fanzone,2024-06-15,2,
fanzone,2024-06-15,3,
fanzone,2024-06-15,4,
fanzone,2024-06-15,5,
fanzone,2024-06-15,6,
fanzone,2024-06-15,7,1.0
fanzone,2024-06-15,8,
fanzone,2024-06-15,9,
fanzone,2024-06-15,10,
fanzone,2024-06-15,11,2.0
fanzone,2024-06-15,12,2.0
fanzone,2024-06-15,13,1.0
fanzone,2024-06-15,14,2.0
fanzone,2024-06-15,15,8.0
fanzone,2024-06-15,16,4.0
fanzone,2024-06-15,17,3.0
fanzone,2024-06-15,18,5.0
fanzone,2024-06-15,19,10.0
fanzone,2024-06-15,20,3.0
fanzone,2024-06-15,21,1.0
fanzone,2024-06-15,22,5.0
fanzone,2024-06-15,23,
fanzone,2024-06-16,0,
fanzone,2024-06-16,1,
fanzone,2024-06-16,2,
fanzone,2024-06-16,3,
fanzone,2024-06-16,4,
fanzone,2024-06-16,5,
fanzone,2024-06-16,6,
fanzone,2024-06-16,7,
fanzone,2024-06-16,8,
fanzone,2024-06-16,9,
fanzone,2024-06-16,10,
fanzone,2024-06-16,11,
fanzone,2024-06-16,12,2.0
fanzone,2024-06-16,13,3.0
fanzone,2024-06-16,14,5.0
fanzone,2024-06-16,15,5.0
fanzone,2024-06-16,16,7.0
fanzone,2024-06-16,17,1.0
fanzone,2024-06-16,18,2.0
fanzone,2024-06-16,19,
fanzone,2024-06-16,20,1.0
fanzone,2024-06-16,21,1.0
fanzone,2024-06-16,22,1.0
fanzone,2024-06-16,23,
fanzone,2024-06-17,0,
fanzone,2024-06-17,1,
fanzone,2024-06-17,2,
fanzone,2024-06-17,3,
fanzone,2024-06-17,4,
fanzone,2024-06-17,5,
fanzone,2024-06-17,6,
fanzone,2024-06-17,7,
fanzone,2024-06-17,8,2.0
fanzone,2024-06-17,9,3.0
fanzone,2024-06-17,10,
fanzone,2024-06-17,11,
fanzone,2024-06-17,12,1.0
fanzone,2024-06-17,13,2.0
fanzone,2024-06-17,14,1.0
fanzone,2024-06-17,15,2.0
fanzone,2024-06-17,16,3.0
fanzone,2024-06-17,17,
fanzone,2024-06-17,18,3.0
fanzone,2024-06-17,19,1.0
fanzone,2024-06-17,20,2.0
fanzone,2024-06-17,21,1.0
fanzone,2024-06-17,22,3.0
fanzone,2024-06-17,23,
fanzone,2024-06-18,0,
fanzone,2024-06-18,1,
fanzone,2024-06-18,2,
fanzone,2024-06-18,3,
fanzone,2024-06-18,4,
fanzone,2024-06-18,5,
fanzone,2024-06-18,6,
fanzone,2024-06-18,7,1.0
fanzone,2024-06-18,8,
fanzone,2024-06-18,9,1.0
fanzone,2024-06-18,10,
fanzone,2024-06-18,11,
fanzone,2024-06-18,12,
fanzone,2024-06-18,13,1.0
fanzone,2024-06-18,14,3.0
fanzone,2024-06-18,15,1.0
fanzone,2024-06-18,16,3.0
fanzone,2024-06-18,17,3.0
fanzone,2024-06-18,18,4.0
fanzone,2024-06-18,19,7.0
fanzone,2024-06-18,20,2.0
fanzone,2024-06-18,21,
fanzone,2024-06-18,22,
fanzone,2024-06-18,23,
fanzone,2024-06-19,0,
fanzone,2024-06-19,1,
fanzone,2024-06-19,2,
fanzone,2024-06-19,3,
fanzone,2024-06-19,4,
fanzone,2024-06-19,5,
fanzone,2024-06-19,6,
fanzone,2024-06-19,7,
fanzone,2024-06-19,8,3.0
fanzone,2024-06-19,9,
fanzone,2024-06-19,10,1.0
fanzone,2024-06-19,11,4.0
fanzone,2024-06-19,12,2.0
fanzone,2024-06-19,13,2.0
fanzone,2024-06-19,14,4.0
fanzone,2024-06-19,15,1.0
fanzone,2024-06-19,16,12.0
fanzone,2024-06-19,17,28.0
fanzone,2024-06-19,18,22.0
fanzone,2024-06-19,19,25.0
fanzone,2024-06-19,20,12.0
fanzone,2024-06-19,21,4.0
fanzone,2024-06-19,22,3.0
fanzone,2024-06-19,23,
fanzone,2024-06-20,0,1.0
fanzone,2024-06-20,1,1.0
fanzone,2024-06-20,2,
fanzone,2024-06-20,3,1.0
fanzone,2024-06-20,4,
fanzone,2024-06-20,5,
fanzone,2024-06-20,6,
fanzone,2024-06-20,7,
fanzone,2024-06-20,8,1.0
fanzone,2024-06-20,9,
fanzone,2024-06-20,10,
fanzone,2024-06-20,11,
fanzone,2024-06-20,12,4.0
fanzone,2024-06-20,13,3.0
fanzone,2024-06-20,14,1.0
fanzone,2024-06-20,15,1.0
fanzone,2024-06-20,16,
fanzone,2024-06-20,17,
fanzone,2024-06-20,18,3.0
fanzone,2024-06-20,19,
fanzone,2024-06-20,20,1.0
